"Dataset","#trainingReleases","%training","%defectiveTraining","%defectiveTesting","classifier","balancing","featureSelection","sensitivity","TP","FP","TN","FN","precision","recall","AUC","kappa"
"SYNCOPE","6","83.07","0.0","0.32","IBk","No sampling","No selection","Sensitive learning","1.0","1.0","0.0","0.0","0.996795","1.0","0.141077","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","No sampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996795","1.0","0.141077","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Undersampling","Best First","Sensitive threshold","1.0","1.0","0.0","0.0","0.996795","1.0","0.5","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Undersampling","Best First","Sensitive learning","1.0","1.0","0.0","0.0","0.996795","1.0","0.141077","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Undersampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996795","1.0","0.208199","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Undersampling","No selection","Sensitive threshold","1.0","1.0","0.0","0.0","0.996795","1.0","0.5","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Undersampling","No selection","Sensitive learning","1.0","1.0","0.0","0.0","0.996795","1.0","0.141077","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Undersampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996795","1.0","0.141077","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Oversampling","Best First","Sensitive threshold","1.0","1.0","0.0","0.0","0.996795","1.0","0.5","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Oversampling","Best First","Sensitive learning","1.0","1.0","0.0","0.0","0.996795","1.0","0.270096","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Oversampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996795","1.0","0.233521","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Oversampling","No selection","Sensitive threshold","1.0","1.0","0.0","0.0","0.996795","1.0","0.5","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Oversampling","No selection","Sensitive learning","1.0","1.0","0.0","0.0","0.996795","1.0","0.270096","0.0"
"SYNCOPE","6","83.07","0.0","0.32","IBk","Oversampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996795","1.0","0.141077","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","No sampling","Best First","Sensitive threshold","0.991922","1.0","0.0","0.008078","0.969984","0.991922","0.495961","-0.012564"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","No sampling","Best First","Sensitive learning","1.0","1.0","0.0","0.0","0.970219","1.0","0.482229","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","No sampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.970219","1.0","0.495961","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","No sampling","No selection","Sensitive threshold","0.991922","1.0","0.0","0.008078","0.969984","0.991922","0.495961","-0.012564"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","No sampling","No selection","Sensitive learning","1.0","1.0","0.0","0.0","0.970219","1.0","0.482229","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","No sampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.970219","1.0","0.50642","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Undersampling","Best First","Sensitive threshold","0.389338","0.315789","0.684211","0.610662","0.975709","0.389338","0.536774","0.007012"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Undersampling","Best First","Sensitive learning","0.917609","0.842105","0.157895","0.082391","0.972603","0.917609","0.523893","0.03989"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Undersampling","Best First","No cost sensitive","0.357027","0.157895","0.842105","0.642973","0.986607","0.357027","0.546765","0.017979"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Undersampling","No selection","Sensitive threshold","0.389338","0.315789","0.684211","0.610662","0.975709","0.389338","0.536774","0.007012"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Undersampling","No selection","Sensitive learning","0.917609","0.842105","0.157895","0.082391","0.972603","0.917609","0.523893","0.03989"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Undersampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.970219","1.0","0.48546","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Oversampling","Best First","Sensitive threshold","0.987076","1.0","0.0","0.012924","0.969841","0.987076","0.493538","-0.017965"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Oversampling","Best First","Sensitive learning","1.0","1.0","0.0","0.0","0.970219","1.0","0.45315","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Oversampling","Best First","No cost sensitive","0.991922","1.0","0.0","0.008078","0.969984","0.991922","0.490307","-0.012564"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Oversampling","No selection","Sensitive threshold","0.987076","1.0","0.0","0.012924","0.969841","0.987076","0.493538","-0.017965"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Oversampling","No selection","Sensitive learning","1.0","1.0","0.0","0.0","0.970219","1.0","0.45315","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Random Forest","Oversampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.970219","1.0","0.48546","0.0"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","No sampling","Best First","Sensitive threshold","0.869144","0.947368","0.052632","0.130856","0.967626","0.869144","0.460888","-0.030006"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","No sampling","Best First","Sensitive learning","0.890145","0.947368","0.052632","0.109855","0.968366","0.890145","0.526528","-0.025149"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","No sampling","Best First","No cost sensitive","0.946688","1.0","0.0","0.053312","0.968595","0.946688","0.471346","-0.039283"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","No sampling","No selection","Sensitive threshold","0.869144","0.947368","0.052632","0.130856","0.967626","0.869144","0.460888","-0.030006"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","No sampling","No selection","Sensitive learning","0.890145","0.947368","0.052632","0.109855","0.968366","0.890145","0.526528","-0.025149"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","No sampling","No selection","No cost sensitive","0.903069","0.947368","0.052632","0.096931","0.968804","0.903069","0.526528","-0.021387"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Undersampling","Best First","Sensitive threshold","0.757674","0.842105","0.157895","0.242326","0.96701","0.757674","0.457784","-0.01911"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Undersampling","Best First","Sensitive learning","0.772213","0.842105","0.157895","0.227787","0.967611","0.772213","0.484313","-0.016687"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Undersampling","Best First","No cost sensitive","0.675283","0.842105","0.157895","0.324717","0.963134","0.675283","0.403452","-0.02917"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Undersampling","No selection","Sensitive threshold","0.757674","0.842105","0.157895","0.242326","0.96701","0.757674","0.457784","-0.01911"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Undersampling","No selection","Sensitive learning","0.772213","0.842105","0.157895","0.227787","0.967611","0.772213","0.484313","-0.016687"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Undersampling","No selection","No cost sensitive","0.903069","0.947368","0.052632","0.096931","0.968804","0.903069","0.526528","-0.021387"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Oversampling","Best First","Sensitive threshold","0.814216","0.842105","0.157895","0.185784","0.969231","0.814216","0.486056","-0.007911"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Oversampling","Best First","Sensitive learning","0.835218","0.842105","0.157895","0.164782","0.969981","0.835218","0.51675","-0.002156"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Oversampling","Best First","No cost sensitive","0.851373","1.0","0.0","0.148627","0.965201","0.851373","0.469773","-0.05193"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Oversampling","No selection","Sensitive threshold","0.814216","0.842105","0.157895","0.185784","0.969231","0.814216","0.486056","-0.007911"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Oversampling","No selection","Sensitive learning","0.835218","0.842105","0.157895","0.164782","0.969981","0.835218","0.51675","-0.002156"
"SYNCOPE","7","85.24","0.11","2.97","Naive Bayes","Oversampling","No selection","No cost sensitive","0.903069","0.947368","0.052632","0.096931","0.968804","0.903069","0.526528","-0.021387"
"SYNCOPE","7","85.24","0.11","2.97","IBk","No sampling","Best First","Sensitive threshold","1.0","1.0","0.0","0.0","0.970219","1.0","0.5","0.0"
"SYNCOPE","7","85.24","0.11","2.97","IBk","No sampling","Best First","Sensitive learning","1.0","1.0","0.0","0.0","0.970219","1.0","0.393717","0.0"
"SYNCOPE","7","85.24","0.11","2.97","IBk","No sampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.970219","1.0","0.460803","0.0"
"SYNCOPE","7","85.24","0.11","2.97","IBk","No sampling","No selection","Sensitive threshold","1.0","1.0","0.0","0.0","0.970219","1.0","0.5","0.0"
"SYNCOPE","7","85.24","0.11","2.97","IBk","No sampling","No selection","Sensitive learning","1.0","1.0","0.0","0.0","0.970219","1.0","0.393717","0.0"
"SYNCOPE","7","85.24","0.11","2.97","IBk","No sampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.970219","1.0","0.393717","0.0"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Undersampling","Best First","Sensitive threshold","0.896607","0.842105","0.157895","0.103393","0.971979","0.896607","0.527251","0.024502"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Undersampling","Best First","Sensitive learning","0.896607","0.842105","0.157895","0.103393","0.971979","0.896607","0.542046","0.024502"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Undersampling","Best First","No cost sensitive","0.357027","0.157895","0.842105","0.642973","0.986607","0.357027","0.600077","0.017979"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Undersampling","No selection","Sensitive threshold","0.896607","0.842105","0.157895","0.103393","0.971979","0.896607","0.527251","0.024502"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Undersampling","No selection","Sensitive learning","0.896607","0.842105","0.157895","0.103393","0.971979","0.896607","0.542046","0.024502"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Undersampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.970219","1.0","0.393717","0.0"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Oversampling","Best First","Sensitive threshold","0.998384","1.0","0.0","0.001616","0.970173","0.998384","0.499192","-0.002987"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Oversampling","Best First","Sensitive learning","0.998384","1.0","0.0","0.001616","0.970173","0.998384","0.507822","-0.002987"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Oversampling","Best First","No cost sensitive","0.991922","1.0","0.0","0.008078","0.969984","0.991922","0.485248","-0.012564"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Oversampling","No selection","Sensitive threshold","0.998384","1.0","0.0","0.001616","0.970173","0.998384","0.499192","-0.002987"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Oversampling","No selection","Sensitive learning","0.998384","1.0","0.0","0.001616","0.970173","0.998384","0.507822","-0.002987"
"SYNCOPE","7","85.24","0.11","2.97","IBk","Oversampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.970219","1.0","0.393717","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","No sampling","Best First","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","No sampling","Best First","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.493779","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","No sampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.493779","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","No sampling","No selection","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","No sampling","No selection","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.493779","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","No sampling","No selection","No cost sensitive","0.998445","1.0","0.0","0.001555","0.996894","0.998445","0.494557","-0.002071"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Undersampling","Best First","Sensitive threshold","0.553655","0.5","0.5","0.446345","0.997199","0.553655","0.526827","7.42E-4"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Undersampling","Best First","Sensitive learning","0.785381","0.5","0.5","0.214619","0.998024","0.785381","0.522939","0.00812"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Undersampling","Best First","No cost sensitive","0.614308","0.5","0.5","0.385692","0.997475","0.614308","0.554821","0.001827"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Undersampling","No selection","Sensitive threshold","0.553655","0.5","0.5","0.446345","0.997199","0.553655","0.526827","7.42E-4"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Undersampling","No selection","Sensitive learning","0.785381","0.5","0.5","0.214619","0.998024","0.785381","0.522939","0.00812"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Undersampling","No selection","No cost sensitive","0.998445","1.0","0.0","0.001555","0.996894","0.998445","0.493002","-0.002071"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Oversampling","Best First","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Oversampling","Best First","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.490669","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Oversampling","Best First","No cost sensitive","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.493002","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Oversampling","No selection","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Oversampling","No selection","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.490669","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","Random Forest","Oversampling","No selection","No cost sensitive","0.998445","1.0","0.0","0.001555","0.996894","0.998445","0.493002","-0.002071"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","No sampling","Best First","Sensitive threshold","1.0","1.0","0.0","0.0","0.996899","1.0","0.5","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","No sampling","Best First","Sensitive learning","1.0","1.0","0.0","0.0","0.996899","1.0","0.568818","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","No sampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.499611","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","No sampling","No selection","Sensitive threshold","1.0","1.0","0.0","0.0","0.996899","1.0","0.5","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","No sampling","No selection","Sensitive learning","1.0","1.0","0.0","0.0","0.996899","1.0","0.568818","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","No sampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.568818","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Undersampling","Best First","Sensitive threshold","0.911353","1.0","0.0","0.088647","0.996599","0.911353","0.455677","-0.006027"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Undersampling","Best First","Sensitive learning","0.936236","1.0","0.0","0.063764","0.996689","0.936236","0.502722","-0.005948"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Undersampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.481337","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Undersampling","No selection","Sensitive threshold","0.911353","1.0","0.0","0.088647","0.996599","0.911353","0.455677","-0.006027"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Undersampling","No selection","Sensitive learning","0.936236","1.0","0.0","0.063764","0.996689","0.936236","0.502722","-0.005948"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Undersampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.568818","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Oversampling","Best First","Sensitive threshold","0.99689","1.0","0.0","0.00311","0.99689","0.99689","0.498445","-0.00311"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Oversampling","Best First","Sensitive learning","0.99689","1.0","0.0","0.00311","0.99689","0.99689","0.569596","-0.00311"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Oversampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.476283","0.0"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Oversampling","No selection","Sensitive threshold","0.99689","1.0","0.0","0.00311","0.99689","0.99689","0.498445","-0.00311"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Oversampling","No selection","Sensitive learning","0.99689","1.0","0.0","0.00311","0.99689","0.99689","0.569596","-0.00311"
"SYNCOPE","8","87.01","0.09","0.31","Naive Bayes","Oversampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.568818","0.0"
"SYNCOPE","8","87.01","0.09","0.31","IBk","No sampling","Best First","Sensitive threshold","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.49689","-0.004152"
"SYNCOPE","8","87.01","0.09","0.31","IBk","No sampling","Best First","Sensitive learning","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.412908","-0.004152"
"SYNCOPE","8","87.01","0.09","0.31","IBk","No sampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.324261","0.0"
"SYNCOPE","8","87.01","0.09","0.31","IBk","No sampling","No selection","Sensitive threshold","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.49689","-0.004152"
"SYNCOPE","8","87.01","0.09","0.31","IBk","No sampling","No selection","Sensitive learning","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.412908","-0.004152"
"SYNCOPE","8","87.01","0.09","0.31","IBk","No sampling","No selection","No cost sensitive","0.998445","1.0","0.0","0.001555","0.996894","0.998445","0.412908","-0.002071"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Undersampling","Best First","Sensitive threshold","0.790047","0.5","0.5","0.209953","0.998035","0.790047","0.645023","0.008433"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Undersampling","Best First","Sensitive learning","0.790047","0.5","0.5","0.209953","0.998035","0.790047","0.515941","0.008433"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Undersampling","Best First","No cost sensitive","0.620529","0.5","0.5","0.379471","0.9975","0.620529","0.560264","0.001958"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Undersampling","No selection","Sensitive threshold","0.790047","0.5","0.5","0.209953","0.998035","0.790047","0.645023","0.008433"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Undersampling","No selection","Sensitive learning","0.790047","0.5","0.5","0.209953","0.998035","0.790047","0.515941","0.008433"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Undersampling","No selection","No cost sensitive","0.998445","1.0","0.0","0.001555","0.996894","0.998445","0.412908","-0.002071"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Oversampling","Best First","Sensitive threshold","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.49689","-0.004152"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Oversampling","Best First","Sensitive learning","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.495723","-0.004152"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Oversampling","Best First","No cost sensitive","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.36703","-0.003735"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Oversampling","No selection","Sensitive threshold","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.49689","-0.004152"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Oversampling","No selection","Sensitive learning","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.495723","-0.004152"
"SYNCOPE","8","87.01","0.09","0.31","IBk","Oversampling","No selection","No cost sensitive","0.998445","1.0","0.0","0.001555","0.996894","0.998445","0.412908","-0.002071"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","No sampling","Best First","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","No sampling","Best First","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.49689","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","No sampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.497667","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","No sampling","No selection","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","No sampling","No selection","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.49689","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","No sampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.497667","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Undersampling","Best First","Sensitive threshold","0.726283","1.0","0.0","0.273717","0.995736","0.726283","0.363142","-0.00617"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Undersampling","Best First","Sensitive learning","0.903577","1.0","0.0","0.096423","0.996569","0.903577","0.514386","-0.006044"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Undersampling","Best First","No cost sensitive","0.550544","0.5","0.5","0.449456","0.997183","0.550544","0.591757","6.95E-4"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Undersampling","No selection","Sensitive threshold","0.726283","1.0","0.0","0.273717","0.995736","0.726283","0.363142","-0.00617"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Undersampling","No selection","Sensitive learning","0.903577","1.0","0.0","0.096423","0.996569","0.903577","0.514386","-0.006044"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Undersampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.497667","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Oversampling","Best First","Sensitive threshold","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.49689","-0.004152"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Oversampling","Best First","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.489891","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Oversampling","Best First","No cost sensitive","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.49689","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Oversampling","No selection","Sensitive threshold","0.993779","1.0","0.0","0.006221","0.99688","0.993779","0.49689","-0.004152"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Oversampling","No selection","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.489891","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Random Forest","Oversampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.497667","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","No sampling","Best First","Sensitive threshold","1.0","1.0","0.0","0.0","0.996899","1.0","0.5","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","No sampling","Best First","Sensitive learning","1.0","1.0","0.0","0.0","0.996899","1.0","0.553655","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","No sampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.484059","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","No sampling","No selection","Sensitive threshold","1.0","1.0","0.0","0.0","0.996899","1.0","0.5","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","No sampling","No selection","Sensitive learning","1.0","1.0","0.0","0.0","0.996899","1.0","0.553655","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","No sampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.553655","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Undersampling","Best First","Sensitive threshold","0.88647","1.0","0.0","0.11353","0.996503","0.88647","0.443235","-0.006073"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Undersampling","Best First","Sensitive learning","0.912908","1.0","0.0","0.087092","0.996604","0.912908","0.530715","-0.006024"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Undersampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.517107","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Undersampling","No selection","Sensitive threshold","0.88647","1.0","0.0","0.11353","0.996503","0.88647","0.443235","-0.006073"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Undersampling","No selection","Sensitive learning","0.912908","1.0","0.0","0.087092","0.996604","0.912908","0.530715","-0.006024"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Undersampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.553655","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Oversampling","Best First","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Oversampling","Best First","Sensitive learning","0.99689","1.0","0.0","0.00311","0.99689","0.99689","0.546267","-0.00311"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Oversampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.4479","0.0"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Oversampling","No selection","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Oversampling","No selection","Sensitive learning","0.99689","1.0","0.0","0.00311","0.99689","0.99689","0.546267","-0.00311"
"SYNCOPE","9","88.5","0.08","0.31","Naive Bayes","Oversampling","No selection","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.553655","0.0"
"SYNCOPE","9","88.5","0.08","0.31","IBk","No sampling","Best First","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","IBk","No sampling","Best First","Sensitive learning","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.377916","-0.003735"
"SYNCOPE","9","88.5","0.08","0.31","IBk","No sampling","Best First","No cost sensitive","1.0","1.0","0.0","0.0","0.996899","1.0","0.343313","0.0"
"SYNCOPE","9","88.5","0.08","0.31","IBk","No sampling","No selection","Sensitive threshold","0.995334","1.0","0.0","0.004666","0.996885","0.995334","0.497667","-0.003735"
